Plot_Type;Longitude;Latitude;Plot_Code;SSP;Vegetation_Type;VEG;NP2x2;NP4x4;NLI
Sleeping plot;289453;374356;Chim_077;1;Old secondary forest;OSF;4;4;5
Sleeping plot;288598;373469;Chim_078;1;Old secondary forest;OSF;10;9;1
Sleeping plot;288555;373446;Chim_079;1;Old secondary forest;OSF;6;6;5
Sleeping plot;288483;373687;Chim_080;1;Old secondary forest;OSF;8;9;5
Sleeping plot;288234;373747;Chim_082;1;Old secondary forest;OSF;1;7;5
Sleeping plot;288935;374493;Chim_083;1;Old secondary forest;OSF;12;8;4
Sleeping plot;290336;376001;Chim_084;1;Old secondary forest;OSF;13;10;8
Sleeping plot;290205;375810;Chim_085;1;Old secondary forest;OSF;14;7;6
Sleeping plot;290169;375779;Chim_086;1;Old secondary forest;OSF;12;10;2
Sleeping plot;289153;374722;Chim_087;1;Old secondary forest;OSF;8;5;4
Sleeping plot;289048;374185;Chim_088;1;Old secondary forest;OSF;12;6;6
Sleeping plot;291167;374320;Chim_089;1;Old secondary forest;OSF;12;11;7
Sleeping plot;290346;373477;Chim_092;1;Old secondary forest;OSF;7;5;4
Sleeping plot;290336;373472;Chim_093;1;Old secondary forest;OSF;12;10;2
Sleeping plot;289781;372862;Chim_096;1;Old secondary forest;OSF;8;6;4
Sleeping plot;289263;372320;Chim_099;1;Old secondary forest;OSF;11;10;6
Sleeping plot;289296;373342;Chim_100;1;Old secondary forest;OSF;9;9;0
Sleeping plot;290933;374841;Chim_102;1;Old secondary forest;OSF;19;18;7
Sleeping plot;290684;374580;Chim_103;1;Old secondary forest;OSF;13;11;2
Sleeping plot;289566;373396;Chim_104;1;Old secondary forest;OSF;13;11;5
Sleeping plot;289350;373245;Chim_105;1;Old secondary forest;OSF;10;9;2
Sleeping plot;290256;373900;Chim_107;1;Old secondary forest;OSF;10;8;3
Sleeping plot;290135;373794;Chim_108;1;Old secondary forest;OSF;10;10;2
Sleeping plot;289333;373023;Chim_110;1;Old secondary forest;OSF;12;3;3
Sleeping plot;290886;375072;Chim_112;1;Old secondary forest;OSF;9;7;8
Sleeping plot;290153;374353;Chim_113;1;Old secondary forest;OSF;14;11;9
Sleeping plot;289138;373438;Chim_115;1;Old secondary forest;OSF;8;10;4
Sleeping plot;289260;371756;Chim_117;1;Old secondary forest;OSF;12;13;11
Sleeping plot;292250;381250;Chim_123;1;Old secondary forest;OSF;13;37;6
Sleeping plot;284250;379750;Chim_124;1;Old secondary forest;OSF;10;11;4
Sleeping plot;290780;373741;Chim_126;1;Old secondary forest;OSF;15;9;6
Sleeping plot;285755;378783;Chim_127;1;Old secondary forest;OSF;18;11;5
Sleeping plot;295788;375430;Chim_010;1;Young secondary forest;YSF;15;12;15
Sleeping plot;296590;377215;Chim_018;1;Young secondary forest;YSF;10;11;20
Sleeping plot;291247;372690;Chim_023;1;Young secondary forest;YSF;18;9;4
Sleeping plot;290452;375131;Chim_073;1;Young secondary forest;YSF;6;6;5
Sleeping plot;289861;372940;Chim_095;1;Young secondary forest;YSF;9;10;5
Sleeping plot;290436;374079;Chim_106;1;Young secondary forest;YSF;15;8;5
Sleeping plot;289903;374122;Chim_114;1;Young secondary forest;YSF;11;8;1
Sleeping plot;289758;373250;Chim_120;1;Young secondary forest;YSF;5;6;7
Sleeping plot;289512;372599;Chim_001;1;Swamp;SW;9;2;5
Sleeping plot;291238;372703;Chim_026;1;Swamp;SW;8;7;5
Sleeping plot;292025;372480;Chim_027;1;Swamp;SW;14;14;4
Sleeping plot;291888;372651;Chim_028;1;Swamp;SW;20;11;4
Sleeping plot;292702;377675;Chim_035;1;Swamp;SW;9;8;0
Sleeping plot;290287;372787;Chim_056;1;Swamp;SW;3;1;3
Sleeping plot;290307;375744;Chim_081;1;Swamp;SW;3;1;2
Sleeping plot;291020;374160;Chim_090;1;Swamp;SW;6;4;3
Sleeping plot;291001;374152;Chim_091;1;Swamp;SW;8;2;2
Sleeping plot;290220;373323;Chim_094;1;Swamp;SW;8;2;2
Sleeping plot;289471;372552;Chim_097;1;Swamp;SW;5;4;5
Sleeping plot;291086;375015;Chim_101;1;Swamp;SW;10;11;0
Sleeping plot;290258;372556;Chim_062;1;Riparian forest;RIP;19;10;4
Sleeping plot;290277;372559;Chim_063;1;Riparian forest;RIP;18;13;5
Sleeping plot;282136;378129;Chim_064;1;Riparian forest;RIP;12;11;6
Sleeping plot;282080;378285;Chim_070;1;Riparian forest;RIP;16;6;6
Sleeping plot;289368;372452;Chim_098;1;Riparian forest;RIP;10;6;3
