Plot_Type;Plant_Code;Plot_Code;Vegetation_Type;Chimp_Tree_Species;Chimp_Used_Tree;Tree_Height;DBH;DBH_Tree_class70;T_L_R_H;Species_Code;Species;Family;Prefered_Food;Fallback_Food;PreferredAndFallback;NAT
Sleeping;Pl_0004;Chim_001;SW;Yes;No;23.00;21.15;[20-30[;Tree;Esp_202;Lepidobotrys staudtii;Lepidobotryaceae;0;0;0;1
Sleeping;Pl_0011;Chim_001;SW;No;No;20.00;15.35;[10-20[;Tree;Esp_101;Desplatsia subericarpa;Tiliaceae;0;0;0;1
Sleeping;Pl_0012;Chim_001;SW;Yes;No;32.00;32.80;[30-40[;Tree;Esp_366;Uapaca vanhoutei;Euphorbiaceae;0;1;1;1
Sleeping;Pl_0013;Chim_001;SW;No;No;32.00;24.90;[20-30[;Tree;Esp_356;Trichilia sp;Meliaceae;0;0;0;1
Sleeping;Pl_0015;Chim_001;SW;Yes;No;34.00;32.80;[30-40[;Tree;Esp_366;Uapaca vanhoutei;Euphorbiaceae;0;1;1;1
Sleeping;Pl_0016;Chim_001;SW;Yes;No;10.00;16.53;[10-20[;Tree;Esp_363;Uapaca guineensis;Euphorbiaceae;0;1;1;1
Sleeping;Pl_0018;Chim_001;SW;Yes;No;38.00;35.67;[30-40[;Tree;Esp_366;Uapaca vanhoutei;Euphorbiaceae;0;1;1;1
Sleeping;Pl_0022;Chim_001;SW;No;No;13.00;12.74;[10-20[;Tree;Esp_219;Mammea africana;Clusiaceae;0;0;0;1
Sleeping;Pl_2106;Chim_084;OSF;No;No;48.00;167.52;[70-more[;Tree;Esp_047;Balanites wilsoniana;Zygophyllaceae;0;0;0;1
Sleeping;Pl_2449;Chim_100;OSF;No;No;8.00;14.33;[10-20[;Tree;Esp_082;Cola pachycarpa;Sterculiaceae;0;0;0;1
Sleeping;Pl_2476;Chim_101;SW;No;No;7.00;14.33;[10-20[;Tree;Esp_082;Cola pachycarpa;Sterculiaceae;0;0;0;1
Sleeping;Pl_2511;Chim_102;OSF;No;No;16.00;36.62;[30-40[;Tree;Esp_047;Balanites wilsoniana;Zygophyllaceae;0;0;0;1
Sleeping;Pl_0024;Chim_001;SW;Yes;No;29.00;34.40;[30-40[;Tree;Esp_304;Santiria trimera;Burseraceae;1;0;1;1
Sleeping;Pl_0028;Chim_001;SW;No;No;24.00;24.90;[20-30[;Tree;Esp_078;Coelocaryon preussii;Myristicaceae;0;0;0;1
Sleeping;Pl_0033;Chim_001;SW;Yes;No;20.00;15.64;[10-20[;Tree;Esp_031;Anthonotha macrophylla;Caesalpiniaceae;0;0;0;1
Sleeping;Pl_0036;Chim_001;SW;No;No;25.00;10.45;[10-20[;Tree;Esp_258;Pachypodanthium staudtii;Annonaceae;0;0;0;1
Sleeping;Pl_0037;Chim_001;SW;Yes;No;11.00;17.68;[10-20[;Tree;Esp_363;Uapaca guineensis;Euphorbiaceae;0;1;1;1
Sleeping;Pl_0038;Chim_001;SW;Yes;No;12.00;18.25;[10-20[;Tree;Esp_327;Strombosiopsis tetranda;Olacaceae;0;0;0;1
Sleeping;Pl_0042;Chim_002;OSF;No;No;30.00;31.56;[30-40[;Tree;Esp_168;Hylodendron gabunense;Caesalpiniaceae;0;0;0;1
Sleeping;Pl_0045;Chim_002;OSF;Yes;Yes;40.00;32.87;[30-40[;Tree;Esp_267;Pausinystalia lane-poolei;Rubiaceae;0;0;0;1
Sleeping;Pl_0047;Chim_002;OSF;Yes;Yes;39.00;53.82;[50-60[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_0048;Chim_002;OSF;No;No;50.00;69.11;[60-70[;Tree;Esp_257;Ongokea gore;Olacaceae;0;0;0;1
Sleeping;Pl_0052;Chim_002;OSF;Yes;No;30.00;32.48;[30-40[;Tree;Esp_277;Plagiostyles africana;Euphorbiaceae;0;0;0;1
Sleeping;Pl_0054;Chim_002;OSF;Yes;No;10.00;15.06;[10-20[;Tree;Esp_217;Maesobotrya sp;Euphorbiaceae;0;0;0;1
Sleeping;Pl_0055;Chim_002;OSF;Yes;No;11.00;22.01;[20-30[;Tree;Esp_277;Plagiostyles africana;Euphorbiaceae;0;0;0;1
Sleeping;Pl_0057;Chim_002;OSF;No;No;12.00;11.88;[10-20[;Tree;Esp_080;Cola balayii;Sterculiaceae;0;0;0;1
Sleeping;Pl_0058;Chim_002;OSF;Yes;Yes;33.00;24.33;[20-30[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_0060;Chim_002;OSF;No;No;16.00;16.75;[10-20[;Tree;Esp_177;Irvingia grandifolia;Irvingiaceae;0;0;0;1
Sleeping;Pl_0061;Chim_002;OSF;No;No;14.00;15.64;[10-20[;Tree;Esp_365;Uapaca sp;Euphorbiaceae;0;1;1;1
Sleeping;Pl_0064;Chim_002;OSF;No;No;20.00;18.54;[10-20[;Tree;Esp_349;Treculia africana;Moraceae;0;0;0;1
Sleeping;Pl_0069;Chim_002;OSF;Yes;No;15.00;21.72;[20-30[;Tree;Esp_277;Plagiostyles africana;Euphorbiaceae;0;0;0;1
Sleeping;Pl_0070;Chim_002;OSF;Yes;No;15.00;15.03;[10-20[;Tree;Esp_314;Sorindeia grandifolia;Anacardiaceae;0;0;0;1
Sleeping;Pl_0072;Chim_002;OSF;No;No;34.00;22.01;[20-30[;Tree;Esp_286;Pterocarpus mildbraedii;Fabaceae;0;0;0;1
Sleeping;Pl_0073;Chim_002;OSF;No;No;42.00;33.12;[30-40[;Tree;Esp_168;Hylodendron gabunense;Caesalpiniaceae;0;0;0;1
Sleeping;Pl_0074;Chim_002;OSF;No;No;42.00;34.40;[30-40[;Tree;Esp_229;Markhamia tomentosa;Bignoniaceae;0;0;0;1
Sleeping;Pl_0076;Chim_002;OSF;Yes;No;47.00;27.52;[20-30[;Tree;Esp_278;Polyalthia suaveolens;Annonaceae;0;0;0;1
Sleeping;Pl_0077;Chim_002;OSF;No;No;14.00;14.20;[10-20[;Tree;Esp_269;Pentaclethra macrophylla;Mimosaceae;0;0;0;1
Sleeping;Pl_0079;Chim_002;OSF;No;No;39.00;20.29;[20-30[;Tree;Esp_365;Uapaca sp;Euphorbiaceae;0;1;1;1
Sleeping;Pl_0080;Chim_002;OSF;Yes;No;5.00;15.35;[10-20[;Tree;Esp_277;Plagiostyles africana;Euphorbiaceae;0;0;0;1
Sleeping;Pl_0082;Chim_002;OSF;Yes;Yes;16.00;20.57;[20-30[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_0083;Chim_002;OSF;No;No;12.00;33.19;[30-40[;Tree;Esp_349;Treculia africana;Moraceae;0;0;0;1
Sleeping;Pl_0084;Chim_002;OSF;Yes;No;18.00;14.05;[10-20[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_0087;Chim_002;OSF;Yes;No;9.00;12.45;[10-20[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_0090;Chim_002;OSF;No;No;45.00;65.29;[60-70[;Tree;Esp_269;Pentaclethra macrophylla;Mimosaceae;0;0;0;1
Sleeping;Pl_0091;Chim_002;OSF;Yes;No;17.00;15.35;[10-20[;Tree;Esp_277;Plagiostyles africana;Euphorbiaceae;0;0;0;1
Sleeping;Pl_0224;Chim_010;YSF;Yes;Yes;39.00;44.59;[40-50[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_0225;Chim_010;YSF;No;No;26.00;24.90;[20-30[;Tree;Esp_229;Markhamia tomentosa;Bignoniaceae;0;0;0;1
Sleeping;Pl_0226;Chim_010;YSF;No;No;40.00;67.52;[60-70[;Tree;Esp_116;Distemonanthus benthamianus;Caesalpiniaceae;0;0;0;1
Sleeping;Pl_0227;Chim_010;YSF;No;No;40.00;66.24;[60-70[;Tree;Esp_364;Uapaca paludosa;Euphorbiaceae;0;1;1;1
Sleeping;Pl_0230;Chim_010;YSF;No;No;6.00;13.76;[10-20[;Tree;Esp_216;Maesobotrya klaineana;Euphorbiaceae;0;0;0;1
Sleeping;Pl_0231;Chim_010;YSF;No;No;22.00;25.92;[20-30[;Tree;Esp_059;Carapa procera;Meliaceae;0;0;0;1
Sleeping;Pl_0234;Chim_010;YSF;No;No;27.00;35.67;[30-40[;Tree;Esp_269;Pentaclethra macrophylla;Mimosaceae;0;0;0;1
Sleeping;Pl_0243;Chim_010;YSF;No;No;23.00;26.50;[20-30[;Tree;Esp_271;Petersianthus macrocarpus;Lecythidaceae;0;0;0;1
Sleeping;Pl_0247;Chim_010;YSF;No;No;10.00;16.88;[10-20[;Tree;Esp_200;Lecaniodiscus cupanioides;Sapindaceae;0;0;0;1
Sleeping;Pl_0248;Chim_010;YSF;Yes;No;18.00;18.15;[10-20[;Tree;Esp_031;Anthonotha macrophylla;Caesalpiniaceae;0;0;0;1
Sleeping;Pl_0252;Chim_010;YSF;No;No;10.00;15.29;[10-20[;Tree;Esp_095;Dacryodes buettneri;Burseraceae;0;0;0;1
Sleeping;Pl_0254;Chim_010;YSF;No;No;7.00;19.11;[10-20[;Tree;Esp_200;Lecaniodiscus cupanioides;Sapindaceae;0;0;0;1
Sleeping;Pl_0255;Chim_010;YSF;No;No;42.00;34.40;[30-40[;Tree;Esp_286;Pterocarpus mildbraedii;Fabaceae;0;0;0;1
Sleeping;Pl_0256;Chim_010;YSF;Yes;No;29.00;14.20;[10-20[;Tree;Esp_278;Polyalthia suaveolens;Annonaceae;0;0;0;1
Sleeping;Pl_0257;Chim_010;YSF;No;No;12.00;18.85;[10-20[;Tree;Esp_216;Maesobotrya klaineana;Euphorbiaceae;0;0;0;1
Sleeping;Pl_0258;Chim_010;YSF;No;No;9.00;14.20;[10-20[;Tree;Esp_255;Oncoba crepiniana;Flacourtiaceae;0;0;0;1
Sleeping;Pl_0259;Chim_010;YSF;No;No;7.00;11.85;[10-20[;Tree;Esp_216;Maesobotrya klaineana;Euphorbiaceae;0;0;0;1
Sleeping;Pl_0260;Chim_011;OSF;No;No;12.00;27.52;[20-30[;Tree;Esp_029;Anonidium mannii;Annonaceae;0;0;0;1
Sleeping;Pl_0261;Chim_011;OSF;Yes;Yes;35.00;44.59;[40-50[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_0262;Chim_011;OSF;No;No;30.00;44.59;[40-50[;Tree;Esp_271;Petersianthus macrocarpus;Lecythidaceae;0;0;0;1
Sleeping;Pl_0264;Chim_011;OSF;No;No;20.00;19.08;[10-20[;Tree;Esp_229;Markhamia tomentosa;Bignoniaceae;0;0;0;1
Sleeping;Pl_0265;Chim_011;OSF;No;No;40.00;70.06;[70-more[;Tree;Esp_269;Pentaclethra macrophylla;Mimosaceae;0;0;0;1
Sleeping;Pl_0266;Chim_011;OSF;No;No;45.00;71.02;[70-more[;Tree;Esp_116;Distemonanthus benthamianus;Caesalpiniaceae;0;0;0;1
Sleeping;Pl_0267;Chim_011;OSF;Yes;No;15.00;16.37;[10-20[;Tree;Esp_278;Polyalthia suaveolens;Annonaceae;0;0;0;1
Sleeping;Pl_0268;Chim_011;OSF;No;No;37.00;44.59;[40-50[;Tree;Esp_271;Petersianthus macrocarpus;Lecythidaceae;0;0;0;1
Sleeping;Pl_0270;Chim_011;OSF;No;No;20.00;28.66;[20-30[;Tree;Esp_271;Petersianthus macrocarpus;Lecythidaceae;0;0;0;1
Sleeping;Pl_0271;Chim_011;OSF;Yes;No;6.00;15.35;[10-20[;Tree;Esp_031;Anthonotha macrophylla;Caesalpiniaceae;0;0;0;1
Sleeping;Pl_0272;Chim_011;OSF;Yes;No;24.00;35.35;[30-40[;Tree;Esp_277;Plagiostyles africana;Euphorbiaceae;0;0;0;1
Sleeping;Pl_0273;Chim_011;OSF;No;No;20.00;25.48;[20-30[;Tree;Esp_237;Monodora myristica;Annonaceae;0;0;0;1
Sleeping;Pl_0274;Chim_011;OSF;No;No;50.00;72.61;[70-more[;Tree;Esp_196;Lannea welwitschii;Anacardiaceae;0;0;0;1
Sleeping;Pl_0275;Chim_011;OSF;No;No;43.00;56.05;[50-60[;Tree;Esp_078;Coelocaryon preussii;Myristicaceae;0;0;0;1
Sleeping;Pl_0276;Chim_011;OSF;No;No;10.00;21.72;[20-30[;Tree;Esp_338;Tabernaemontana crassa;Apocynaceae;0;0;0;1
Sleeping;Pl_0277;Chim_011;OSF;No;No;20.00;32.48;[30-40[;Tree;Esp_324;Strombosia grandifolia;Olacaceae;0;0;0;1
Sleeping;Pl_0282;Chim_011;OSF;No;No;30.00;27.52;[20-30[;Tree;Esp_229;Markhamia tomentosa;Bignoniaceae;0;0;0;1
Sleeping;Pl_0345;Chim_014;OSF;Yes;Yes;20.00;27.52;[20-30[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_0346;Chim_014;OSF;Yes;Yes;17.00;13.69;[10-20[;Tree;Esp_278;Polyalthia suaveolens;Annonaceae;0;0;0;1
Sleeping;Pl_0347;Chim_014;OSF;Yes;Yes;30.00;50.32;[50-60[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_0349;Chim_014;OSF;No;No;34.00;29.55;[20-30[;Tree;Esp_062;Celtis mildbraedii;Ulmaceae;0;0;0;1
Sleeping;Pl_0351;Chim_014;OSF;No;No;20.00;28.38;[20-30[;Tree;Esp_242;Myrianthus arboreus;Urticaceae;0;1;1;1
Sleeping;Pl_0352;Chim_014;OSF;No;No;40.00;93.63;[70-more[;Tree;Esp_372;Vitex doniana;Lamiaceae;0;0;0;1
Sleeping;Pl_0354;Chim_014;OSF;No;No;9.00;14.49;[10-20[;Tree;Esp_338;Tabernaemontana crassa;Apocynaceae;0;0;0;1
Sleeping;Pl_0355;Chim_014;OSF;Yes;No;29.00;27.80;[20-30[;Tree;Esp_278;Polyalthia suaveolens;Annonaceae;0;0;0;1
Sleeping;Pl_0356;Chim_014;OSF;Yes;No;44.00;40.45;[40-50[;Tree;Esp_097;Desbordesia glaucescens;Irvingiaceae;0;0;0;1
Sleeping;Pl_0357;Chim_014;OSF;No;No;24.00;24.90;[20-30[;Tree;Esp_271;Petersianthus macrocarpus;Lecythidaceae;0;0;0;1
Sleeping;Pl_0358;Chim_014;OSF;Yes;No;34.00;35.67;[30-40[;Tree;Esp_097;Desbordesia glaucescens;Irvingiaceae;0;0;0;1
Sleeping;Pl_0363;Chim_014;OSF;No;No;11.00;27.80;[20-30[;Tree;Esp_029;Anonidium mannii;Annonaceae;0;0;0;1
Sleeping;Pl_0364;Chim_014;OSF;No;No;39.00;68.79;[60-70[;Tree;Esp_137;Fagara dinklagei;Rutaceae;0;0;0;1
Sleeping;Pl_0370;Chim_014;OSF;No;No;23.00;19.87;[10-20[;Tree;Esp_356;Trichilia sp;Meliaceae;0;0;0;1
Sleeping;Pl_0371;Chim_014;OSF;Yes;No;18.00;10.83;[10-20[;Tree;Esp_278;Polyalthia suaveolens;Annonaceae;0;0;0;1
Sleeping;Pl_0372;Chim_014;OSF;Yes;Yes;37.00;37.58;[30-40[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_0373;Chim_014;OSF;Yes;No;34.00;49.36;[40-50[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_0401;Chim_017;OSF;Yes;Yes;39.00;42.68;[40-50[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_0402;Chim_017;OSF;No;No;7.00;10.89;[10-20[;Tree;Esp_079;Cola arcuata;Sterculiaceae;0;0;0;1
Sleeping;Pl_0403;Chim_017;OSF;No;No;40.00;31.56;[30-40[;Tree;Esp_318;Sterculia tragacantha;Sterculiaceae;0;0;0;1
Sleeping;Pl_0404;Chim_017;OSF;No;No;43.00;45.22;[40-50[;Tree;Esp_019;Albizia coriata;Mimosaceae;0;0;0;1
Sleeping;Pl_0405;Chim_017;OSF;No;No;39.00;33.76;[30-40[;Tree;Esp_356;Trichilia sp;Meliaceae;0;0;0;1
Sleeping;Pl_0406;Chim_017;OSF;No;No;10.00;19.71;[10-20[;Tree;Esp_338;Tabernaemontana crassa;Apocynaceae;0;0;0;1
Sleeping;Pl_0407;Chim_017;OSF;No;No;9.00;17.10;[10-20[;Tree;Esp_338;Tabernaemontana crassa;Apocynaceae;0;0;0;1
Sleeping;Pl_0410;Chim_017;OSF;Yes;No;50.00;44.27;[40-50[;Tree;Esp_097;Desbordesia glaucescens;Irvingiaceae;0;0;0;1
Sleeping;Pl_0411;Chim_017;OSF;No;No;15.00;20.57;[20-30[;Tree;Esp_271;Petersianthus macrocarpus;Lecythidaceae;0;0;0;1
Sleeping;Pl_0412;Chim_017;OSF;No;No;14.00;14.20;[10-20[;Tree;Esp_324;Strombosia grandifolia;Olacaceae;0;0;0;1
Sleeping;Pl_0413;Chim_017;OSF;No;No;20.00;11.59;[10-20[;Tree;Esp_378;Xylopia hypolampra;Annonaceae;0;0;0;1
Sleeping;Pl_0416;Chim_017;OSF;No;No;10.00;14.49;[10-20[;Tree;Esp_338;Tabernaemontana crassa;Apocynaceae;0;0;0;1
Sleeping;Pl_0417;Chim_017;OSF;Yes;No;40.00;60.51;[60-70[;Tree;Esp_362;Uapaca acuminata;Euphorbiaceae;0;1;1;1
Sleeping;Pl_0420;Chim_017;OSF;Yes;No;20.00;24.62;[20-30[;Tree;Esp_314;Sorindeia grandifolia;Anacardiaceae;0;0;0;1
Sleeping;Pl_0422;Chim_017;OSF;Yes;No;15.00;19.55;[10-20[;Tree;Esp_314;Sorindeia grandifolia;Anacardiaceae;0;0;0;1
Sleeping;Pl_0423;Chim_017;OSF;No;No;17.00;15.35;[10-20[;Tree;Esp_356;Trichilia sp;Meliaceae;0;0;0;1
Sleeping;Pl_0424;Chim_017;OSF;Yes;No;14.00;13.76;[10-20[;Tree;Esp_278;Polyalthia suaveolens;Annonaceae;0;0;0;1
Sleeping;Pl_0426;Chim_018;YSF;Yes;Yes;32.00;52.55;[50-60[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_0429;Chim_018;YSF;No;No;13.00;13.76;[10-20[;Tree;Esp_356;Trichilia sp;Meliaceae;0;0;0;1
Sleeping;Pl_0434;Chim_018;YSF;No;No;20.00;22.74;[20-30[;Tree;Esp_062;Celtis mildbraedii;Ulmaceae;0;0;0;1
Sleeping;Pl_0435;Chim_018;YSF;No;No;27.00;24.62;[20-30[;Tree;Esp_059;Carapa procera;Meliaceae;0;0;0;1
Sleeping;Pl_0437;Chim_018;YSF;No;No;45.00;67.83;[60-70[;Tree;Esp_271;Petersianthus macrocarpus;Lecythidaceae;0;0;0;1
Sleeping;Pl_0438;Chim_018;YSF;No;No;7.00;19.84;[10-20[;Tree;Esp_271;Petersianthus macrocarpus;Lecythidaceae;0;0;0;1
Sleeping;Pl_0439;Chim_018;YSF;No;No;12.00;13.76;[10-20[;Tree;Esp_324;Strombosia grandifolia;Olacaceae;0;0;0;1
Sleeping;Pl_0440;Chim_018;YSF;No;No;8.00;13.19;[10-20[;Tree;Esp_200;Lecaniodiscus cupanioides;Sapindaceae;0;0;0;1
Sleeping;Pl_0441;Chim_018;YSF;No;No;35.00;32.80;[30-40[;Tree;Esp_287;Pterocarpus soyauxii;Fabaceae;0;0;0;1
Sleeping;Pl_0442;Chim_018;YSF;No;No;45.00;64.65;[60-70[;Tree;Esp_116;Distemonanthus benthamianus;Caesalpiniaceae;0;0;0;1
Sleeping;Pl_0443;Chim_018;YSF;No;No;5.00;12.45;[10-20[;Tree;Esp_364;Uapaca paludosa;Euphorbiaceae;0;1;1;1
Sleeping;Pl_0447;Chim_018;YSF;No;No;12.00;29.55;[20-30[;Tree;Esp_242;Myrianthus arboreus;Urticaceae;0;1;1;1
Sleeping;Pl_0448;Chim_018;YSF;No;No;12.00;17.20;[10-20[;Tree;Esp_338;Tabernaemontana crassa;Apocynaceae;0;0;0;1
Sleeping;Pl_0449;Chim_018;YSF;No;No;6.00;15.29;[10-20[;Tree;Esp_029;Anonidium mannii;Annonaceae;0;0;0;1
Sleeping;Pl_0450;Chim_018;YSF;No;No;22.00;23.25;[20-30[;Tree;Esp_200;Lecaniodiscus cupanioides;Sapindaceae;0;0;0;1
Sleeping;Pl_0457;Chim_018;YSF;No;No;9.00;16.82;[10-20[;Tree;Esp_200;Lecaniodiscus cupanioides;Sapindaceae;0;0;0;1
Sleeping;Pl_0459;Chim_018;YSF;Yes;No;6.00;14.78;[10-20[;Tree;Esp_217;Maesobotrya sp;Euphorbiaceae;0;0;0;1
Sleeping;Pl_0461;Chim_018;YSF;No;No;13.00;14.75;[10-20[;Tree;Esp_124;Enantia chlorantha;Annonaceae;1;0;1;1
Sleeping;Pl_0463;Chim_018;YSF;Yes;No;26.00;39.49;[30-40[;Tree;Esp_327;Strombosiopsis tetranda;Olacaceae;0;0;0;1
Sleeping;Pl_0469;Chim_019;OSF;Yes;Yes;34.00;42.04;[40-50[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_0470;Chim_019;OSF;Yes;Yes;40.00;49.05;[40-50[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_0471;Chim_019;OSF;Yes;No;46.00;42.36;[40-50[;Tree;Esp_362;Uapaca acuminata;Euphorbiaceae;0;1;1;1
Sleeping;Pl_0472;Chim_019;OSF;No;No;10.00;15.64;[10-20[;Tree;Esp_080;Cola balayii;Sterculiaceae;0;0;0;1
Sleeping;Pl_0474;Chim_019;OSF;No;No;42.00;68.47;[60-70[;Tree;Esp_269;Pentaclethra macrophylla;Mimosaceae;0;0;0;1
Sleeping;Pl_0482;Chim_019;OSF;No;No;34.00;39.17;[30-40[;Tree;Esp_063;Celtis tessmannii;Ulmaceae;1;0;1;1
Sleeping;Pl_0486;Chim_019;OSF;No;No;52.00;72.29;[70-more[;Tree;Esp_271;Petersianthus macrocarpus;Lecythidaceae;0;0;0;1
Sleeping;Pl_0487;Chim_019;OSF;No;No;26.00;20.86;[20-30[;Tree;Esp_324;Strombosia grandifolia;Olacaceae;0;0;0;1
Sleeping;Pl_0490;Chim_020;OSF;Yes;Yes;33.00;35.03;[30-40[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_0494;Chim_020;OSF;No;No;40.00;64.97;[60-70[;Tree;Esp_269;Pentaclethra macrophylla;Mimosaceae;0;0;0;1
Sleeping;Pl_0495;Chim_020;OSF;Yes;No;17.00;15.64;[10-20[;Tree;Esp_314;Sorindeia grandifolia;Anacardiaceae;0;0;0;1
Sleeping;Pl_0496;Chim_020;OSF;No;No;40.00;48.73;[40-50[;Tree;Esp_146;Funtumia elastica;Apocynaceae;0;0;0;1
Sleeping;Pl_0497;Chim_020;OSF;No;No;40.00;37.58;[30-40[;Tree;Esp_249;Nesogordonia papaverifera;Sterculiaceae;0;0;0;1
Sleeping;Pl_0498;Chim_020;OSF;No;No;39.00;36.62;[30-40[;Tree;Esp_287;Pterocarpus soyauxii;Fabaceae;0;0;0;1
Sleeping;Pl_0499;Chim_020;OSF;Yes;No;35.00;64.65;[60-70[;Tree;Esp_362;Uapaca acuminata;Euphorbiaceae;0;1;1;1
Sleeping;Pl_0504;Chim_020;OSF;No;No;8.00;12.17;[10-20[;Tree;Esp_230;Massularia acuminata;Rubiaceae;0;0;0;1
Sleeping;Pl_0505;Chim_020;OSF;No;No;25.00;46.18;[40-50[;Tree;Esp_271;Petersianthus macrocarpus;Lecythidaceae;0;0;0;1
Sleeping;Pl_0506;Chim_020;OSF;No;No;24.00;39.49;[30-40[;Tree;Esp_063;Celtis tessmannii;Ulmaceae;1;0;1;1
Sleeping;Pl_0507;Chim_020;OSF;Yes;No;5.00;11.88;[10-20[;Tree;Esp_314;Sorindeia grandifolia;Anacardiaceae;0;0;0;1
Sleeping;Pl_0511;Chim_020;OSF;No;No;29.00;18.82;[10-20[;Tree;Esp_286;Pterocarpus mildbraedii;Fabaceae;0;0;0;1
Sleeping;Pl_0512;Chim_020;OSF;No;No;11.00;14.49;[10-20[;Tree;Esp_295;Rhabdophyllum calophyllum;Ochnaceae;0;0;0;1
Sleeping;Pl_0513;Chim_020;OSF;No;No;14.00;14.78;[10-20[;Tree;Esp_287;Pterocarpus soyauxii;Fabaceae;0;0;0;1
Sleeping;Pl_0514;Chim_020;OSF;No;No;13.00;32.48;[30-40[;Tree;Esp_373;Vitex grandifolia;Lamiaceae;0;0;0;1
Sleeping;Pl_0516;Chim_020;OSF;No;No;12.00;19.84;[10-20[;Tree;Esp_271;Petersianthus macrocarpus;Lecythidaceae;0;0;0;1
Sleeping;Pl_0527;Chim_022;OSF;No;No;10.00;17.39;[10-20[;Tree;Esp_338;Tabernaemontana crassa;Apocynaceae;0;0;0;1
Sleeping;Pl_0528;Chim_022;OSF;No;No;10.00;29.97;[20-30[;Tree;Esp_352;Tricalysia oligoneura;Rubiaceae;0;0;0;1
Sleeping;Pl_0529;Chim_022;OSF;No;No;50.00;68.79;[60-70[;Tree;Esp_364;Uapaca paludosa;Euphorbiaceae;0;1;1;1
Sleeping;Pl_0530;Chim_022;OSF;No;No;9.00;46.82;[40-50[;Tree;Esp_352;Tricalysia oligoneura;Rubiaceae;0;0;0;1
Sleeping;Pl_0531;Chim_022;OSF;No;No;10.00;12.45;[10-20[;Tree;Esp_081;Cola caricaefolia;Sterculiaceae;0;0;0;1
Sleeping;Pl_0532;Chim_022;OSF;Yes;No;20.00;35.99;[30-40[;Tree;Esp_267;Pausinystalia lane-poolei;Rubiaceae;0;0;0;1
Sleeping;Pl_0533;Chim_022;OSF;No;No;45.00;61.47;[60-70[;Tree;Esp_364;Uapaca paludosa;Euphorbiaceae;0;1;1;1
Sleeping;Pl_0534;Chim_022;OSF;No;No;45.00;59.55;[50-60[;Tree;Esp_364;Uapaca paludosa;Euphorbiaceae;0;1;1;1
Sleeping;Pl_0535;Chim_022;OSF;Yes;No;13.00;15.64;[10-20[;Tree;Esp_267;Pausinystalia lane-poolei;Rubiaceae;0;0;0;1
Sleeping;Pl_0536;Chim_022;OSF;Yes;No;12.00;13.47;[10-20[;Tree;Esp_251;Olax latifolia;Olacaceae;0;0;0;1
Sleeping;Pl_0537;Chim_022;OSF;Yes;Yes;25.00;41.08;[40-50[;Tree;Esp_277;Plagiostyles africana;Euphorbiaceae;0;0;0;1
Sleeping;Pl_0538;Chim_022;OSF;No;No;12.00;13.76;[10-20[;Tree;Esp_079;Cola arcuata;Sterculiaceae;0;0;0;1
Sleeping;Pl_0540;Chim_022;OSF;No;No;8.00;12.17;[10-20[;Tree;Esp_338;Tabernaemontana crassa;Apocynaceae;0;0;0;1
Sleeping;Pl_0541;Chim_022;OSF;Yes;No;22.00;30.99;[30-40[;Tree;Esp_277;Plagiostyles africana;Euphorbiaceae;0;0;0;1
Sleeping;Pl_0542;Chim_022;OSF;No;No;40.00;59.24;[50-60[;Tree;Esp_271;Petersianthus macrocarpus;Lecythidaceae;0;0;0;1
Sleeping;Pl_0545;Chim_022;OSF;Yes;No;35.00;32.80;[30-40[;Tree;Esp_180;Klainedoxa gabonensis;Irvingiaceae;0;0;0;1
Sleeping;Pl_0546;Chim_022;OSF;Yes;No;33.00;31.85;[30-40[;Tree;Esp_278;Polyalthia suaveolens;Annonaceae;0;0;0;1
Sleeping;Pl_0547;Chim_022;OSF;No;No;10.00;17.23;[10-20[;Tree;Esp_338;Tabernaemontana crassa;Apocynaceae;0;0;0;1
