Plot_Type;Plant_Code;Plot_Code;Vegetation_Type;Chimp_Tree_Species;Chimp_Used_Tree;Tree_Height;DBH;DBH_Tree_class70;T_L_R_H;Species_Code;Species;Family;Prefered_Food;Fallback_Food;PreferredAndFallback;NAT
Sleeping;Pl_2117;Chim_084;OSF;No;No;12.00;18.47;[10-20[;Tree;Esp_124;Enantia chlorantha;Annonaceae;1;0;1;1
Sleeping;Pl_2118;Chim_084;OSF;No;No;50.00;49.36;[40-50[;Tree;Esp_378;Xylopia hypolampra;Annonaceae;0;0;0;1
Sleeping;Pl_2119;Chim_084;OSF;Yes;No;13.00;21.34;[20-30[;Tree;Esp_254;Omphalocarpum elatum;Sapotaceae;0;0;0;1
Sleeping;Pl_2121;Chim_085;OSF;Yes;No;28.00;63.69;[60-70[;Tree;Esp_362;Uapaca acuminata;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2122;Chim_085;OSF;No;No;10.00;34.84;[30-40[;Tree;Esp_269;Pentaclethra macrophylla;Mimosaceae;0;0;0;1
Sleeping;Pl_2124;Chim_085;OSF;Yes;No;14.00;22.71;[20-30[;Tree;Esp_363;Uapaca guineensis;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2125;Chim_085;OSF;Yes;No;10.00;15.61;[10-20[;Tree;Esp_304;Santiria trimera;Burseraceae;1;0;1;1
Sleeping;Pl_2126;Chim_085;OSF;No;No;12.00;12.42;[10-20[;Tree;Esp_079;Cola arcuata;Sterculiaceae;0;0;0;1
Sleeping;Pl_2127;Chim_085;OSF;Yes;No;9.00;20.70;[20-30[;Tree;Esp_363;Uapaca guineensis;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2128;Chim_085;OSF;No;No;10.00;11.85;[10-20[;Tree;Esp_106_b;Dichapetalum sp;Dichapetalaceae;0;0;0;1
Sleeping;Pl_2129;Chim_085;OSF;No;No;29.00;32.80;[30-40[;Tree;Esp_059;Carapa procera;Meliaceae;0;0;0;1
Sleeping;Pl_2130;Chim_085;OSF;No;No;27.00;31.24;[30-40[;Tree;Esp_287;Pterocarpus soyauxii;Fabaceae;0;0;0;1
Sleeping;Pl_2131;Chim_085;OSF;No;No;7.00;15.61;[10-20[;Tree;Esp_338;Tabernaemontana crassa;Apocynaceae;0;0;0;1
Sleeping;Pl_2132;Chim_085;OSF;No;No;16.00;18.79;[10-20[;Tree;Esp_080;Cola balayii;Sterculiaceae;0;0;0;1
Sleeping;Pl_2133;Chim_085;OSF;No;No;25.00;33.76;[30-40[;Tree;Esp_269;Pentaclethra macrophylla;Mimosaceae;0;0;0;1
Sleeping;Pl_2134;Chim_085;OSF;Yes;No;20.00;14.01;[10-20[;Tree;Esp_254;Omphalocarpum elatum;Sapotaceae;0;0;0;1
Sleeping;Pl_2135;Chim_085;OSF;Yes;No;31.00;28.66;[20-30[;Tree;Esp_097;Desbordesia glaucescens;Irvingiaceae;0;0;0;1
Sleeping;Pl_2138;Chim_085;OSF;Yes;No;12.00;12.74;[10-20[;Tree;Esp_314;Sorindeia grandifolia;Anacardiaceae;0;0;0;1
Sleeping;Pl_2139;Chim_085;OSF;Yes;No;4.00;24.59;[20-30[;Tree;Esp_363;Uapaca guineensis;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2143;Chim_085;OSF;Yes;No;28.00;62.10;[60-70[;Tree;Esp_362;Uapaca acuminata;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2144;Chim_086;OSF;No;No;40.00;128.66;[70-more[;Tree;Esp_025;Alstonia boonei;Apocynaceae;0;0;0;1
Sleeping;Pl_2145;Chim_086;OSF;Yes;No;20.00;43.31;[40-50[;Tree;Esp_254;Omphalocarpum elatum;Sapotaceae;0;0;0;1
Sleeping;Pl_2147;Chim_086;OSF;No;No;32.00;39.81;[30-40[;Tree;Esp_269;Pentaclethra macrophylla;Mimosaceae;0;0;0;1
Sleeping;Pl_2148;Chim_086;OSF;Yes;No;28.00;31.53;[30-40[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_2150;Chim_086;OSF;Yes;No;22.00;51.27;[50-60[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_2152;Chim_086;OSF;No;No;16.00;19.11;[10-20[;Tree;Esp_379;Xylopia rubescens;Annonaceae;0;0;0;1
Sleeping;Pl_2153;Chim_086;OSF;No;No;9.00;10.22;[10-20[;Tree;Esp_237;Monodora myristica;Annonaceae;0;0;0;1
Sleeping;Pl_2154;Chim_086;OSF;No;No;11.00;10.96;[10-20[;Tree;Esp_378;Xylopia hypolampra;Annonaceae;0;0;0;1
Sleeping;Pl_2155;Chim_086;OSF;No;No;29.00;30.26;[30-40[;Tree;Esp_026;Amphimas pterocarpoides;Caesalpiniaceae;0;0;0;1
Sleeping;Pl_2156;Chim_086;OSF;No;No;32.00;60.83;[60-70[;Tree;Esp_269;Pentaclethra macrophylla;Mimosaceae;0;0;0;1
Sleeping;Pl_2157;Chim_087;OSF;No;No;33.00;47.77;[40-50[;Tree;Esp_269;Pentaclethra macrophylla;Mimosaceae;0;0;0;1
Sleeping;Pl_2158;Chim_087;OSF;Yes;No;25.00;39.81;[30-40[;Tree;Esp_366;Uapaca vanhoutei;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2159;Chim_087;OSF;Yes;No;28.00;37.64;[30-40[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_2160;Chim_087;OSF;No;No;8.00;10.22;[10-20[;Tree;Esp_230;Massularia acuminata;Rubiaceae;0;0;0;1
Sleeping;Pl_2161;Chim_087;OSF;No;No;16.00;21.66;[20-30[;Tree;Esp_117;Donella ubanguiensis;Sapotaceae;0;0;0;1
Sleeping;Pl_2162;Chim_087;OSF;Yes;No;22.00;31.27;[30-40[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_2164;Chim_087;OSF;No;No;33.00;32.80;[30-40[;Tree;Esp_269;Pentaclethra macrophylla;Mimosaceae;0;0;0;1
Sleeping;Pl_2166;Chim_087;OSF;No;No;9.00;10.83;[10-20[;Tree;Esp_181;Klainedoxa microphylla;Irvingiaceae;0;0;0;1
Sleeping;Pl_2167;Chim_087;OSF;No;No;6.00;13.44;[10-20[;Tree;Esp_355;Trichilia heudelotii;Meliaceae;0;0;0;1
Sleeping;Pl_2168;Chim_087;OSF;No;No;7.00;14.68;[10-20[;Tree;Esp_300;Rothmannia coriacea;Rubiaceae;0;0;0;1
Sleeping;Pl_2169;Chim_087;OSF;No;No;10.00;14.01;[10-20[;Tree;Esp_269;Pentaclethra macrophylla;Mimosaceae;0;0;0;1
Sleeping;Pl_2170;Chim_087;OSF;Yes;No;10.00;26.12;[20-30[;Tree;Esp_277;Plagiostyles africana;Euphorbiaceae;0;0;0;1
Sleeping;Pl_2171;Chim_087;OSF;No;No;13.00;24.52;[20-30[;Tree;Esp_078;Coelocaryon preussii;Myristicaceae;0;0;0;1
Sleeping;Pl_2172;Chim_087;OSF;Yes;No;9.00;15.61;[10-20[;Tree;Esp_304;Santiria trimera;Burseraceae;1;0;1;1
Sleeping;Pl_2173;Chim_087;OSF;Yes;No;18.00;17.58;[10-20[;Tree;Esp_278;Polyalthia suaveolens;Annonaceae;0;0;0;1
Sleeping;Pl_2174;Chim_087;OSF;No;No;11.00;35.67;[30-40[;Tree;Esp_271;Petersianthus macrocarpus;Lecythidaceae;0;0;0;1
Sleeping;Pl_2175;Chim_087;OSF;No;No;36.00;87.90;[70-more[;Tree;Esp_364;Uapaca paludosa;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2176;Chim_087;OSF;Yes;No;48.00;32.80;[30-40[;Tree;Esp_278;Polyalthia suaveolens;Annonaceae;0;0;0;1
Sleeping;Pl_2177;Chim_087;OSF;No;No;26.00;36.62;[30-40[;Tree;Esp_269;Pentaclethra macrophylla;Mimosaceae;0;0;0;1
Sleeping;Pl_2179;Chim_087;OSF;No;No;10.00;22.29;[20-30[;Tree;Esp_081;Cola caricaefolia;Sterculiaceae;0;0;0;1
Sleeping;Pl_2180;Chim_087;OSF;Yes;No;13.00;16.24;[10-20[;Tree;Esp_097;Desbordesia glaucescens;Irvingiaceae;0;0;0;1
Sleeping;Pl_2182;Chim_088;OSF;No;No;30.00;35.67;[30-40[;Tree;Esp_275;Piptadeniastrum africanum;Mimosaceae;0;0;0;1
Sleeping;Pl_2183;Chim_088;OSF;Yes;No;10.00;22.93;[20-30[;Tree;Esp_176;Irvingia gabonensis;Irvingiaceae;0;0;0;1
Sleeping;Pl_2184;Chim_088;OSF;No;No;9.00;22.39;[20-30[;Tree;Esp_216;Maesobotrya klaineana;Euphorbiaceae;0;0;0;1
Sleeping;Pl_2186;Chim_088;OSF;No;No;9.00;22.93;[20-30[;Tree;Esp_300;Rothmannia coriacea;Rubiaceae;0;0;0;1
Sleeping;Pl_2187;Chim_088;OSF;Yes;No;13.00;23.25;[20-30[;Tree;Esp_278;Polyalthia suaveolens;Annonaceae;0;0;0;1
Sleeping;Pl_2188;Chim_088;OSF;No;No;31.00;36.94;[30-40[;Tree;Esp_062;Celtis mildbraedii;Ulmaceae;0;0;0;1
Sleeping;Pl_2189;Chim_088;OSF;No;No;6.00;11.47;[10-20[;Tree;Esp_216;Maesobotrya klaineana;Euphorbiaceae;0;0;0;1
Sleeping;Pl_2191;Chim_088;OSF;Yes;No;6.00;10.19;[10-20[;Tree;Esp_202;Lepidobotrys staudtii;Lepidobotryaceae;0;0;0;1
Sleeping;Pl_2192;Chim_088;OSF;No;No;5.00;23.25;[20-30[;Tree;Esp_029;Anonidium mannii;Annonaceae;0;0;0;1
Sleeping;Pl_2193;Chim_088;OSF;Yes;No;10.00;29.94;[20-30[;Tree;Esp_304;Santiria trimera;Burseraceae;1;0;1;1
Sleeping;Pl_2195;Chim_088;OSF;Yes;No;10.00;10.51;[10-20[;Tree;Esp_278;Polyalthia suaveolens;Annonaceae;0;0;0;1
Sleeping;Pl_2198;Chim_088;OSF;No;No;30.00;51.59;[50-60[;Tree;Esp_355;Trichilia heudelotii;Meliaceae;0;0;0;1
Sleeping;Pl_2199;Chim_088;OSF;No;No;29.00;41.40;[40-50[;Tree;Esp_271;Petersianthus macrocarpus;Lecythidaceae;0;0;0;1
Sleeping;Pl_2200;Chim_088;OSF;Yes;No;17.00;16.24;[10-20[;Tree;Esp_278;Polyalthia suaveolens;Annonaceae;0;0;0;1
Sleeping;Pl_2203;Chim_088;OSF;No;No;30.00;43.63;[40-50[;Tree;Esp_343;Tetrapleura tetraptera;Mimosaceae;0;1;1;1
Sleeping;Pl_2204;Chim_088;OSF;Yes;No;15.00;28.66;[20-30[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_2205;Chim_088;OSF;No;No;37.00;40.76;[40-50[;Tree;Esp_271;Petersianthus macrocarpus;Lecythidaceae;0;0;0;1
Sleeping;Pl_2206;Chim_088;OSF;Yes;No;10.00;14.33;[10-20[;Tree;Esp_363;Uapaca guineensis;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2207;Chim_088;OSF;No;No;7.00;11.56;[10-20[;Tree;Esp_338;Tabernaemontana crassa;Apocynaceae;0;0;0;1
Sleeping;Pl_2208;Chim_088;OSF;No;No;29.00;42.04;[40-50[;Tree;Esp_262;Panda oleosa;Pandaceae;0;0;0;1
Sleeping;Pl_2211;Chim_089;OSF;Yes;No;18.00;41.08;[40-50[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_2213;Chim_089;OSF;No;No;12.00;19.78;[10-20[;Tree;Esp_271;Petersianthus macrocarpus;Lecythidaceae;0;0;0;1
Sleeping;Pl_2215;Chim_089;OSF;Yes;No;10.00;16.56;[10-20[;Tree;Esp_267;Pausinystalia lane-poolei;Rubiaceae;0;0;0;1
Sleeping;Pl_2216;Chim_089;OSF;No;No;44.00;55.73;[50-60[;Tree;Esp_116;Distemonanthus benthamianus;Caesalpiniaceae;0;0;0;1
Sleeping;Pl_2217;Chim_089;OSF;Yes;No;27.00;53.82;[50-60[;Tree;Esp_362;Uapaca acuminata;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2219;Chim_089;OSF;Yes;No;3.50;10.51;[10-20[;Tree;Esp_031;Anthonotha macrophylla;Caesalpiniaceae;0;0;0;1
Sleeping;Pl_2220;Chim_089;OSF;Yes;No;11.00;10.51;[10-20[;Tree;Esp_278;Polyalthia suaveolens;Annonaceae;0;0;0;1
Sleeping;Pl_2221;Chim_089;OSF;Yes;No;9.00;16.62;[10-20[;Tree;Esp_363;Uapaca guineensis;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2224;Chim_089;OSF;No;No;13.00;14.33;[10-20[;Tree;Esp_325;Strombosia pustulata;Olacaceae;0;0;0;1
Sleeping;Pl_2225;Chim_089;OSF;No;No;17.00;17.20;[10-20[;Tree;Esp_211;Macaranga barteri;Euphorbiaceae;0;0;0;1
Sleeping;Pl_2226;Chim_089;OSF;No;No;20.00;34.08;[30-40[;Tree;Esp_121;Duboscia macrocarpa;Tiliaceae;0;0;0;1
Sleeping;Pl_2228;Chim_089;OSF;No;No;12.00;17.52;[10-20[;Tree;Esp_271;Petersianthus macrocarpus;Lecythidaceae;0;0;0;1
Sleeping;Pl_2229;Chim_089;OSF;No;No;27.00;95.54;[70-more[;Tree;Esp_364;Uapaca paludosa;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2231;Chim_090;SW;Yes;No;28.00;76.43;[70-more[;Tree;Esp_366;Uapaca vanhoutei;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2232;Chim_090;SW;Yes;No;14.00;19.11;[10-20[;Tree;Esp_304;Santiria trimera;Burseraceae;1;0;1;1
Sleeping;Pl_2234;Chim_090;SW;Yes;No;7.00;16.91;[10-20[;Tree;Esp_363;Uapaca guineensis;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2236;Chim_090;SW;Yes;No;20.00;24.84;[20-30[;Tree;Esp_366;Uapaca vanhoutei;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2239;Chim_090;SW;Yes;No;23.00;21.98;[20-30[;Tree;Esp_366;Uapaca vanhoutei;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2242;Chim_090;SW;No;No;8.00;13.41;[10-20[;Tree;Esp_297;Rinorea dentata;Violaceae;0;0;0;1
Sleeping;Pl_2243;Chim_090;SW;No;No;14.00;22.36;[20-30[;Tree;Esp_324;Strombosia grandifolia;Olacaceae;0;0;0;1
Sleeping;Pl_2244;Chim_090;SW;Yes;No;20.00;27.07;[20-30[;Tree;Esp_366;Uapaca vanhoutei;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2245;Chim_090;SW;No;No;10.00;11.53;[10-20[;Tree;Esp_121;Duboscia macrocarpa;Tiliaceae;0;0;0;1
Sleeping;Pl_2246;Chim_090;SW;No;No;26.00;30.57;[30-40[;Tree;Esp_159;Hallea ciliata;Rubiaceae;0;0;0;1
Sleeping;Pl_2248;Chim_090;SW;Yes;No;23.00;57.96;[50-60[;Tree;Esp_366;Uapaca vanhoutei;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2249;Chim_090;SW;Yes;No;12.00;16.56;[10-20[;Tree;Esp_363;Uapaca guineensis;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2251;Chim_091;SW;Yes;No;7.00;12.83;[10-20[;Tree;Esp_363;Uapaca guineensis;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2253;Chim_091;SW;Yes;No;22.00;35.99;[30-40[;Tree;Esp_366;Uapaca vanhoutei;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2256;Chim_091;SW;Yes;No;5.00;18.22;[10-20[;Tree;Esp_363;Uapaca guineensis;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2257;Chim_091;SW;No;No;14.00;19.11;[10-20[;Tree;Esp_324;Strombosia grandifolia;Olacaceae;0;0;0;1
Sleeping;Pl_2258;Chim_091;SW;No;No;20.00;15.64;[10-20[;Tree;Esp_200;Lecaniodiscus cupanioides;Sapindaceae;0;0;0;1
Sleeping;Pl_2260;Chim_091;SW;Yes;No;26.00;49.36;[40-50[;Tree;Esp_366;Uapaca vanhoutei;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2263;Chim_091;SW;No;No;8.00;12.13;[10-20[;Tree;Esp_297;Rinorea dentata;Violaceae;0;0;0;1
Sleeping;Pl_2264;Chim_091;SW;No;No;22.00;42.99;[40-50[;Tree;Esp_364;Uapaca paludosa;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2265;Chim_092;OSF;Yes;No;21.00;21.66;[20-30[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_2266;Chim_092;OSF;No;No;26.00;47.13;[40-50[;Tree;Esp_269;Pentaclethra macrophylla;Mimosaceae;0;0;0;1
Sleeping;Pl_2267;Chim_092;OSF;No;No;16.00;18.47;[10-20[;Tree;Esp_355;Trichilia heudelotii;Meliaceae;0;0;0;1
Sleeping;Pl_2268;Chim_092;OSF;Yes;No;18.00;20.70;[20-30[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_2269;Chim_092;OSF;No;No;13.00;13.76;[10-20[;Tree;Esp_325;Strombosia pustulata;Olacaceae;0;0;0;1
Sleeping;Pl_2270;Chim_092;OSF;Yes;No;30.00;46.82;[40-50[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_2272;Chim_092;OSF;Yes;No;9.00;10.61;[10-20[;Tree;Esp_304;Santiria trimera;Burseraceae;1;0;1;1
Sleeping;Pl_2273;Chim_092;OSF;No;No;10.00;10.83;[10-20[;Tree;Esp_158;Guarea thompsonii;Meliaceae;0;0;0;1
Sleeping;Pl_2274;Chim_092;OSF;No;No;38.00;38.85;[30-40[;Tree;Esp_317;Staudtia kamerunensis;Myristicaceae;0;0;0;1
Sleeping;Pl_2275;Chim_092;OSF;Yes;No;24.00;41.40;[40-50[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_2276;Chim_092;OSF;No;No;18.00;24.84;[20-30[;Tree;Esp_281;Pseudospondias microcarpa;Anacardiaceae;0;0;0;1
Sleeping;Pl_2277;Chim_092;OSF;Yes;No;36.00;33.76;[30-40[;Tree;Esp_031;Anthonotha macrophylla;Caesalpiniaceae;0;0;0;1
Sleeping;Pl_2278;Chim_092;OSF;No;No;29.00;61.47;[60-70[;Tree;Esp_343;Tetrapleura tetraptera;Mimosaceae;0;1;1;1
Sleeping;Pl_2281;Chim_092;OSF;No;No;22.00;31.53;[30-40[;Tree;Esp_269;Pentaclethra macrophylla;Mimosaceae;0;0;0;1
Sleeping;Pl_2283;Chim_092;OSF;Yes;No;30.00;49.05;[40-50[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_2284;Chim_092;OSF;No;No;13.00;17.52;[10-20[;Tree;Esp_121;Duboscia macrocarpa;Tiliaceae;0;0;0;1
Sleeping;Pl_2285;Chim_092;OSF;Yes;No;16.00;18.47;[10-20[;Tree;Esp_277;Plagiostyles africana;Euphorbiaceae;0;0;0;1
Sleeping;Pl_2286;Chim_092;OSF;Yes;No;33.00;31.21;[30-40[;Tree;Esp_097;Desbordesia glaucescens;Irvingiaceae;0;0;0;1
Sleeping;Pl_2287;Chim_093;OSF;Yes;No;29.00;23.89;[20-30[;Tree;Esp_097;Desbordesia glaucescens;Irvingiaceae;0;0;0;1
Sleeping;Pl_2288;Chim_093;OSF;No;No;7.00;10.19;[10-20[;Tree;Esp_230;Massularia acuminata;Rubiaceae;0;0;0;1
Sleeping;Pl_2289;Chim_093;OSF;No;No;10.00;15.92;[10-20[;Tree;Esp_338;Tabernaemontana crassa;Apocynaceae;0;0;0;1
Sleeping;Pl_2291;Chim_093;OSF;No;No;13.00;23.89;[20-30[;Tree;Esp_338;Tabernaemontana crassa;Apocynaceae;0;0;0;1
Sleeping;Pl_2292;Chim_093;OSF;No;No;13.00;25.48;[20-30[;Tree;Esp_200;Lecaniodiscus cupanioides;Sapindaceae;0;0;0;1
Sleeping;Pl_2294;Chim_093;OSF;Yes;No;12.00;20.38;[20-30[;Tree;Esp_314;Sorindeia grandifolia;Anacardiaceae;0;0;0;1
Sleeping;Pl_2295;Chim_093;OSF;Yes;No;13.00;13.69;[10-20[;Tree;Esp_277;Plagiostyles africana;Euphorbiaceae;0;0;0;1
Sleeping;Pl_2296;Chim_093;OSF;No;No;10.00;13.09;[10-20[;Tree;Esp_325;Strombosia pustulata;Olacaceae;0;0;0;1
Sleeping;Pl_2297;Chim_093;OSF;Yes;No;29.00;21.66;[20-30[;Tree;Esp_097;Desbordesia glaucescens;Irvingiaceae;0;0;0;1
Sleeping;Pl_2298;Chim_093;OSF;No;No;8.00;11.15;[10-20[;Tree;Esp_355;Trichilia heudelotii;Meliaceae;0;0;0;1
Sleeping;Pl_2299;Chim_093;OSF;Yes;No;22.00;31.56;[30-40[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_2300;Chim_093;OSF;No;No;22.00;30.99;[30-40[;Tree;Esp_324;Strombosia grandifolia;Olacaceae;0;0;0;1
Sleeping;Pl_2301;Chim_093;OSF;Yes;No;40.00;33.12;[30-40[;Tree;Esp_097;Desbordesia glaucescens;Irvingiaceae;0;0;0;1
Sleeping;Pl_2302;Chim_093;OSF;Yes;No;22.00;36.31;[30-40[;Tree;Esp_202;Lepidobotrys staudtii;Lepidobotryaceae;0;0;0;1
Sleeping;Pl_2303;Chim_093;OSF;No;No;10.00;11.15;[10-20[;Tree;Esp_124;Enantia chlorantha;Annonaceae;1;0;1;1
Sleeping;Pl_2304;Chim_093;OSF;Yes;No;32.00;35.67;[30-40[;Tree;Esp_278;Polyalthia suaveolens;Annonaceae;0;0;0;1
Sleeping;Pl_2305;Chim_094;SW;No;No;25.00;50.96;[50-60[;Tree;Esp_364;Uapaca paludosa;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2306;Chim_094;SW;Yes;No;8.00;12.83;[10-20[;Tree;Esp_032;Antidesma lacinata;Euphorbiaceae;0;0;0;1
Sleeping;Pl_2307;Chim_094;SW;Yes;No;22.00;22.29;[20-30[;Tree;Esp_283;Psychotria sp;Rubiaceae;0;0;0;1
Sleeping;Pl_2308;Chim_094;SW;Yes;No;11.00;23.25;[20-30[;Tree;Esp_277;Plagiostyles africana;Euphorbiaceae;0;0;0;1
Sleeping;Pl_2309;Chim_094;SW;No;No;10.00;15.00;[10-20[;Tree;Esp_324;Strombosia grandifolia;Olacaceae;0;0;0;1
Sleeping;Pl_2310;Chim_094;SW;No;No;10.00;18.15;[10-20[;Tree;Esp_324;Strombosia grandifolia;Olacaceae;0;0;0;1
Sleeping;Pl_2311;Chim_094;SW;No;No;9.00;11.78;[10-20[;Tree;Esp_198;Lasiodiscus marmoratus;Rhamnaceae;0;0;0;1
Sleeping;Pl_2312;Chim_094;SW;No;No;10.00;15.61;[10-20[;Tree;Esp_324;Strombosia grandifolia;Olacaceae;0;0;0;1
Sleeping;Pl_2313;Chim_094;SW;No;No;6.00;17.87;[10-20[;Tree;Esp_297;Rinorea dentata;Violaceae;0;0;0;1
Sleeping;Pl_2318;Chim_094;SW;No;No;13.00;19.81;[10-20[;Tree;Esp_324;Strombosia grandifolia;Olacaceae;0;0;0;1
Sleeping;Pl_2319;Chim_094;SW;No;No;10.00;16.59;[10-20[;Tree;Esp_200;Lecaniodiscus cupanioides;Sapindaceae;0;0;0;1
Sleeping;Pl_2320;Chim_094;SW;No;No;7.00;11.88;[10-20[;Tree;Esp_088;Cordia platythyrsa;Boraginaceae;0;0;0;1
Sleeping;Pl_2322;Chim_094;SW;No;No;10.00;14.08;[10-20[;Tree;Esp_051;Brenania brieyi;Rubiaceae;0;0;0;1
Sleeping;Pl_2323;Chim_094;SW;No;No;23.00;46.82;[40-50[;Tree;Esp_245;Nauclea pobeguinii;Rubiaceae;0;0;0;1
Sleeping;Pl_2325;Chim_094;SW;Yes;No;10.00;17.52;[10-20[;Tree;Esp_363;Uapaca guineensis;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2327;Chim_094;SW;No;No;24.00;35.03;[30-40[;Tree;Esp_364;Uapaca paludosa;Euphorbiaceae;0;1;1;1
Sleeping;Pl_2328;Chim_094;SW;No;No;22.00;36.94;[30-40[;Tree;Esp_219;Mammea africana;Clusiaceae;0;0;0;1
Sleeping;Pl_2329;Chim_094;SW;No;No;32.00;32.17;[30-40[;Tree;Esp_258;Pachypodanthium staudtii;Annonaceae;0;0;0;1
Sleeping;Pl_2330;Chim_094;SW;No;No;20.00;11.15;[10-20[;Tree;Esp_198;Lasiodiscus marmoratus;Rhamnaceae;0;0;0;1
Sleeping;Pl_2331;Chim_094;SW;Yes;No;14.00;11.47;[10-20[;Tree;Esp_283;Psychotria sp;Rubiaceae;0;0;0;1
Sleeping;Pl_2333;Chim_094;SW;No;No;6.00;10.51;[10-20[;Tree;Esp_355;Trichilia heudelotii;Meliaceae;0;0;0;1
Sleeping;Pl_2334;Chim_095;YSF;Yes;No;10.00;15.61;[10-20[;Tree;Esp_314;Sorindeia grandifolia;Anacardiaceae;0;0;0;1
Sleeping;Pl_2335;Chim_095;YSF;Yes;No;10.00;15.64;[10-20[;Tree;Esp_314;Sorindeia grandifolia;Anacardiaceae;0;0;0;1
Sleeping;Pl_2336;Chim_095;YSF;Yes;No;12.00;14.01;[10-20[;Tree;Esp_278;Polyalthia suaveolens;Annonaceae;0;0;0;1
Sleeping;Pl_2339;Chim_095;YSF;No;No;18.00;18.79;[10-20[;Tree;Esp_358;Trichoscypha acuminata;Anacardiaceae;0;0;0;1
Sleeping;Pl_2340;Chim_095;YSF;No;No;23.00;28.38;[20-30[;Tree;Esp_200;Lecaniodiscus cupanioides;Sapindaceae;0;0;0;1
Sleeping;Pl_2342;Chim_095;YSF;Yes;No;25.00;45.86;[40-50[;Tree;Esp_163;Heisteria parvifolia;Olacaceae;1;0;1;1
Sleeping;Pl_2343;Chim_095;YSF;Yes;No;20.00;32.48;[30-40[;Tree;Esp_202;Lepidobotrys staudtii;Lepidobotryaceae;0;0;0;1
Sleeping;Pl_2345;Chim_095;YSF;No;No;11.00;13.09;[10-20[;Tree;Esp_358;Trichoscypha acuminata;Anacardiaceae;0;0;0;1
Sleeping;Pl_2346;Chim_095;YSF;No;No;22.00;42.04;[40-50[;Tree;Esp_318;Sterculia tragacantha;Sterculiaceae;0;0;0;1
Sleeping;Pl_2347;Chim_095;YSF;No;No;11.00;13.69;[10-20[;Tree;Esp_320;Cleistopholis patens;Annonaceae;1;0;1;1
Sleeping;Pl_2348;Chim_095;YSF;Yes;No;13.00;10.83;[10-20[;Tree;Esp_180;Klainedoxa gabonensis;Irvingiaceae;0;0;0;1
Sleeping;Pl_2349;Chim_095;YSF;No;No;9.00;13.09;[10-20[;Tree;Esp_124;Enantia chlorantha;Annonaceae;1;0;1;1
Sleeping;Pl_2350;Chim_095;YSF;Yes;No;12.00;26.12;[20-30[;Tree;Esp_314;Sorindeia grandifolia;Anacardiaceae;0;0;0;1
Sleeping;Pl_2352;Chim_095;YSF;No;No;16.00;24.84;[20-30[;Tree;Esp_200;Lecaniodiscus cupanioides;Sapindaceae;0;0;0;1
Sleeping;Pl_2353;Chim_095;YSF;Yes;No;9.00;15.61;[10-20[;Tree;Esp_304;Santiria trimera;Burseraceae;1;0;1;1
Sleeping;Pl_2354;Chim_095;YSF;Yes;No;12.00;28.34;[20-30[;Tree;Esp_363;Uapaca guineensis;Euphorbiaceae;0;1;1;1
